locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNDGMFLB_03350	CDS	879	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
KNDGMFLB_03351	CDS	561	rnmV_1	3.1.26.8	COG1658	Ribonuclease M5
KNDGMFLB_03352	CDS	1314				hypothetical protein
KNDGMFLB_03353	CDS	768	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
KNDGMFLB_03354	CDS	1995	metG	6.1.1.10		Methionine--tRNA ligase
KNDGMFLB_03355	CDS	285	abrB		COG2002	Transition state regulatory protein AbrB
KNDGMFLB_03356	CDS	879	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
KNDGMFLB_03357	CDS	300				hypothetical protein
KNDGMFLB_03358	CDS	744	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
KNDGMFLB_03359	CDS	360	yabA		COG4467	Initiation-control protein YabA
KNDGMFLB_03360	CDS	828				hypothetical protein
KNDGMFLB_03361	CDS	990				hypothetical protein
KNDGMFLB_03362	CDS	441				hypothetical protein
KNDGMFLB_03363	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
KNDGMFLB_03364	CDS	639	tmk	2.7.4.9		Thymidylate kinase
KNDGMFLB_03365	CDS	1443	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
KNDGMFLB_03366	CDS	1161				TelA-like protein
KNDGMFLB_03367	CDS	615				hypothetical protein
KNDGMFLB_03368	CDS	195	csfB			Anti-sigma-G factor Gin
KNDGMFLB_03369	rRNA	111				5S ribosomal RNA
KNDGMFLB_03370	rRNA	2591				23S ribosomal RNA
KNDGMFLB_03371	CDS	579	thiT		COG3859	Thiamine transporter ThiT
KNDGMFLB_03372	CDS	522				hypothetical protein
KNDGMFLB_03373	CDS	1530	yqiK		COG2268	Inner membrane protein YqiK
KNDGMFLB_03374	CDS	576	yuaF			putative membrane protein YuaF
KNDGMFLB_03375	CDS	489				hypothetical protein
KNDGMFLB_03376	CDS	579	yuaD			Putative metal-sulfur cluster biosynthesis proteins YuaD
KNDGMFLB_03377	CDS	1209	gbsB	1.1.1.-	COG1454	Choline dehydrogenase
KNDGMFLB_03378	CDS	1473	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
KNDGMFLB_03379	CDS	543	opcR_1		COG1510	HTH-type transcriptional repressor OpcR
KNDGMFLB_03380	CDS	546	bslA			Biofilm-surface layer protein A
KNDGMFLB_03381	CDS	669	ktrA_2		COG0569	Ktr system potassium uptake protein A
KNDGMFLB_03382	CDS	1338	ktrB_2		COG0168	Ktr system potassium uptake protein B
KNDGMFLB_03383	CDS	264				hypothetical protein
KNDGMFLB_03384	CDS	1035	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
KNDGMFLB_03385	CDS	1536				hypothetical protein
KNDGMFLB_03386	CDS	486	cdoA	1.13.11.20		Cysteine dioxygenase
KNDGMFLB_03387	tRNA	73				tRNA-Ala(ggc)
KNDGMFLB_03388	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
KNDGMFLB_03389	CDS	1167				hypothetical protein
KNDGMFLB_03390	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
KNDGMFLB_03391	CDS	1275	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
KNDGMFLB_03392	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
KNDGMFLB_03393	CDS	1458	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
KNDGMFLB_03394	CDS	777	srlR_1		COG1349	Glucitol operon repressor
KNDGMFLB_03395	CDS	2070	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KNDGMFLB_03396	CDS	1989	mcpB_1		COG0840	Methyl-accepting chemotaxis protein McpB
KNDGMFLB_03397	CDS	1986	mcpA_1		COG0840	Methyl-accepting chemotaxis protein McpA
KNDGMFLB_03398	CDS	1989	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
KNDGMFLB_03399	CDS	1989	mcpB_2		COG0840	Methyl-accepting chemotaxis protein McpB
KNDGMFLB_03400	CDS	738	tgl	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
KNDGMFLB_03401	CDS	255				hypothetical protein
KNDGMFLB_03402	CDS	399				hypothetical protein
KNDGMFLB_03403	CDS	1665	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
KNDGMFLB_03404	CDS	1290				hypothetical protein
KNDGMFLB_03405	CDS	678				hypothetical protein
KNDGMFLB_03406	CDS	264				hypothetical protein
KNDGMFLB_03407	CDS	333	mstX		COG1226	Protein mistic
KNDGMFLB_03408	CDS	987				hypothetical protein
KNDGMFLB_03409	CDS	405				hypothetical protein
KNDGMFLB_03410	CDS	429				hypothetical protein
KNDGMFLB_03411	CDS	1353	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
KNDGMFLB_03412	CDS	1173	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
KNDGMFLB_03413	CDS	1164	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
KNDGMFLB_03414	CDS	237				hypothetical protein
KNDGMFLB_03415	CDS	393	yugI		COG1098	General stress protein 13
KNDGMFLB_03416	CDS	1083	dapX_2	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
KNDGMFLB_03417	CDS	501				hypothetical protein
KNDGMFLB_03418	CDS	822	mhpC	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
KNDGMFLB_03419	CDS	261				hypothetical protein
KNDGMFLB_03420	CDS	1164	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
KNDGMFLB_03421	CDS	1287	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
KNDGMFLB_03422	CDS	387	kapB			Kinase-associated lipoprotein B
KNDGMFLB_03423	CDS	618				hypothetical protein
KNDGMFLB_03424	CDS	204				hypothetical protein
KNDGMFLB_03425	CDS	1059	sbnD			Staphyloferrin B transporter
KNDGMFLB_03426	CDS	1875	pbpD		COG0744	Penicillin-binding protein 4
KNDGMFLB_03427	CDS	414				hypothetical protein
KNDGMFLB_03428	CDS	558				hypothetical protein
KNDGMFLB_03429	CDS	1602	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
KNDGMFLB_03430	CDS	708	dcuR_2		COG4565	Transcriptional regulatory protein DcuR
KNDGMFLB_03431	CDS	1080	tmpC		COG1744	Membrane lipoprotein TmpC
KNDGMFLB_03432	CDS	1533	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
KNDGMFLB_03433	CDS	1047				hypothetical protein
KNDGMFLB_03434	CDS	960				hypothetical protein
KNDGMFLB_03435	CDS	1347	cimH_1		COG3493	Citrate/malate transporter
KNDGMFLB_03436	CDS	216				hypothetical protein
KNDGMFLB_03437	CDS	2406	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
KNDGMFLB_03438	CDS	432	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
KNDGMFLB_03439	CDS	342	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
KNDGMFLB_03440	CDS	1491	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
KNDGMFLB_03441	CDS	477	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
KNDGMFLB_03442	CDS	285	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
KNDGMFLB_03443	CDS	375	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
KNDGMFLB_03444	CDS	381		3.1.2.-	COG2050	Putative esterase
KNDGMFLB_03445	CDS	645	comA		COG2197	Transcriptional regulatory protein ComA
KNDGMFLB_03446	CDS	2310	comP	2.7.13.3		Sensor histidine kinase ComP
KNDGMFLB_03447	CDS	168	comX			Competence pheromone
KNDGMFLB_03448	CDS	984				hypothetical protein
KNDGMFLB_03449	CDS	141	degQ			Degradation enzyme regulation protein DegQ
KNDGMFLB_03450	CDS	369				hypothetical protein
KNDGMFLB_03451	CDS	1230	cdgJ	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
KNDGMFLB_03452	CDS	1473	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
KNDGMFLB_03453	CDS	552	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
KNDGMFLB_03454	CDS	399	yueI		COG5506	putative protein YueI
KNDGMFLB_03455	CDS	249				hypothetical protein
KNDGMFLB_03456	CDS	222	gerPF_2			putative spore germination protein GerPF
KNDGMFLB_03457	CDS	1110			COG0628	Putative transport protein
KNDGMFLB_03458	CDS	390				hypothetical protein
KNDGMFLB_03459	CDS	237				hypothetical protein
KNDGMFLB_03460	CDS	531				hypothetical protein
KNDGMFLB_03461	CDS	732	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
KNDGMFLB_03462	CDS	465				hypothetical protein
KNDGMFLB_03463	CDS	3231	yueB		COG1511	ESX secretion system protein YueB
KNDGMFLB_03464	CDS	4521	eccC		COG1674	ESX secretion system protein EccC
KNDGMFLB_03465	CDS	1356	essB		COG4499	Type VII secretion system protein EssB
KNDGMFLB_03466	CDS	240	yukD		COG5417	ESX secretion system protein YukD
KNDGMFLB_03467	CDS	294	yukE		COG4842	Protein YukE
KNDGMFLB_03468	CDS	1230	putR_2			Proline-responsive transcriptional activator PutR
KNDGMFLB_03469	CDS	1137	ald	1.4.1.1	COG0686	Alanine dehydrogenase
KNDGMFLB_03470	CDS	678				hypothetical protein
KNDGMFLB_03471	CDS	210	mbtH		COG3251	Protein MbtH
KNDGMFLB_03472	CDS	7137	dhbF		COG1020	Dimodular nonribosomal peptide synthase
KNDGMFLB_03473	CDS	939	dhbB	3.3.2.1	COG1535	Isochorismatase
KNDGMFLB_03474	CDS	1620	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
KNDGMFLB_03475	CDS	1197	dhbC	5.4.4.2	COG1169	Isochorismate synthase DhbC
KNDGMFLB_03476	CDS	786	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
KNDGMFLB_03477	CDS	882	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
KNDGMFLB_03478	CDS	597	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
KNDGMFLB_03479	CDS	603	bioY_2		COG1268	Biotin transporter BioY
KNDGMFLB_03480	CDS	1329				hypothetical protein
KNDGMFLB_03481	CDS	1503	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
KNDGMFLB_03482	CDS	477				hypothetical protein
KNDGMFLB_03483	CDS	657	yuiC		COG3584	putative protein YuiC
KNDGMFLB_03484	CDS	321				hypothetical protein
KNDGMFLB_03485	CDS	1221		1.6.99.-	COG1252	NADH dehydrogenase-like protein
KNDGMFLB_03486	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
KNDGMFLB_03487	CDS	141				hypothetical protein
KNDGMFLB_03488	CDS	981	guaC	1.7.1.7	COG0516	GMP reductase
KNDGMFLB_03489	CDS	624	paiB		COG2808	Protease synthase and sporulation protein PAI 2
KNDGMFLB_03490	CDS	507	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
KNDGMFLB_03491	CDS	363			COG0316	Protein
KNDGMFLB_03492	CDS	855	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KNDGMFLB_03493	CDS	1215	nupX		COG1972	Putative nucleoside permease NupX
KNDGMFLB_03494	CDS	237				hypothetical protein
KNDGMFLB_03495	CDS	1029	ndh	1.6.99.3	COG1252	NADH dehydrogenase
KNDGMFLB_03496	CDS	324				hypothetical protein
KNDGMFLB_03497	CDS	237	nfuA			Fe/S biogenesis protein NfuA
KNDGMFLB_03498	CDS	1974	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
KNDGMFLB_03499	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
KNDGMFLB_03500	CDS	1068	thrC	4.2.3.1	COG0498	Threonine synthase
KNDGMFLB_03501	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
KNDGMFLB_03502	CDS	1020				hypothetical protein
KNDGMFLB_03503	CDS	450	ypjQ_2		COG1267	putative protein YpjQ
KNDGMFLB_03504	CDS	771	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
KNDGMFLB_03505	CDS	435				hypothetical protein
KNDGMFLB_03506	CDS	276	yutD		COG4470	putative protein YutD
KNDGMFLB_03507	CDS	633				hypothetical protein
KNDGMFLB_03508	CDS	897	lipA	2.8.1.8	COG0320	Lipoyl synthase
KNDGMFLB_03509	CDS	981	lytH	3.4.-.-	COG0739	L-Ala--D-Glu endopeptidase
KNDGMFLB_03510	CDS	765	yunB			Sporulation protein YunB
KNDGMFLB_03511	CDS	306				hypothetical protein
KNDGMFLB_03512	CDS	1389	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
KNDGMFLB_03513	CDS	822				hypothetical protein
KNDGMFLB_03514	CDS	849				hypothetical protein
KNDGMFLB_03515	CDS	348				hypothetical protein
KNDGMFLB_03516	CDS	1341	allB	3.5.2.5	COG0044	Allantoinase
KNDGMFLB_03517	CDS	1596	pucR		COG2508	Purine catabolism regulatory protein
KNDGMFLB_03518	CDS	1350	pucJ		COG2233	Uric acid permease PucJ
KNDGMFLB_03519	CDS	1293	pucK_2		COG2233	Uric acid permease PucK
KNDGMFLB_03520	CDS	1485	pucL		COG3195	Uric acid degradation bifunctional protein PucL
KNDGMFLB_03521	CDS	345	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
KNDGMFLB_03522	CDS	522	pucE	1.17.1.4	COG2080	putative xanthine dehydrogenase subunit E
KNDGMFLB_03523	CDS	2238	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
KNDGMFLB_03524	CDS	834	pucC	1.17.1.4	COG1319	putative xanthine dehydrogenase subunit C
KNDGMFLB_03525	CDS	618	pucB		COG2068	Purine catabolism protein PucB
KNDGMFLB_03526	CDS	993	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
KNDGMFLB_03527	CDS	222				hypothetical protein
KNDGMFLB_03528	CDS	1251	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
KNDGMFLB_03529	CDS	1239	pucF	3.5.3.9	COG0624	Allantoate amidohydrolase
KNDGMFLB_03530	CDS	867	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
KNDGMFLB_03531	CDS	1104	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
KNDGMFLB_03532	CDS	729	yurK		COG2188	putative HTH-type transcriptional regulator YurK
KNDGMFLB_03533	CDS	855	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
KNDGMFLB_03534	CDS	903	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
KNDGMFLB_03535	CDS	879	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
KNDGMFLB_03536	CDS	1269	msmE		COG1653	Multiple sugar-binding protein
KNDGMFLB_03537	CDS	987	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
KNDGMFLB_03538	CDS	375	uvrC_2			UvrABC system protein C
KNDGMFLB_03539	CDS	1119	thiO_2	1.4.3.19		Glycine oxidase
KNDGMFLB_03540	CDS	147	sspG			Small, acid-soluble spore protein G
KNDGMFLB_03541	CDS	276				hypothetical protein
KNDGMFLB_03542	CDS	384				hypothetical protein
KNDGMFLB_03543	CDS	1398				hypothetical protein
KNDGMFLB_03544	CDS	444	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
KNDGMFLB_03545	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
KNDGMFLB_03546	CDS	1314				hypothetical protein
KNDGMFLB_03547	CDS	786	sufC		COG0396	Vegetative protein 296
KNDGMFLB_03548	CDS	363				hypothetical protein
KNDGMFLB_03549	CDS	825	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
KNDGMFLB_03550	CDS	669	metP		COG2011	Methionine import system permease protein MetP
KNDGMFLB_03551	CDS	1026	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
KNDGMFLB_03552	CDS	345				hypothetical protein
KNDGMFLB_03553	CDS	321				hypothetical protein
KNDGMFLB_03554	CDS	441	rnmV_2	3.1.26.8		Ribonuclease M5
KNDGMFLB_03555	CDS	237				hypothetical protein
KNDGMFLB_03556	CDS	384	gcvH		COG0509	Glycine cleavage system H protein
KNDGMFLB_03557	CDS	357	mgsR_2		COG1393	Regulatory protein MgsR
KNDGMFLB_03558	CDS	1785	fadE	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase
KNDGMFLB_03559	CDS	1176	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
KNDGMFLB_03560	CDS	2370	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
KNDGMFLB_03561	CDS	147				hypothetical protein
KNDGMFLB_03562	CDS	909	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
KNDGMFLB_03563	CDS	246				hypothetical protein
KNDGMFLB_03564	CDS	333				hypothetical protein
KNDGMFLB_03565	CDS	468	yusO_2			putative HTH-type transcriptional regulator YusO
KNDGMFLB_03566	CDS	1626	bmr3_3			Multidrug resistance protein 3
KNDGMFLB_03567	CDS	384				hypothetical protein
KNDGMFLB_03568	CDS	381	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
KNDGMFLB_03569	CDS	330	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KNDGMFLB_03570	CDS	888	gltR_3		COG0583	HTH-type transcriptional regulator GltR
KNDGMFLB_03571	CDS	288				hypothetical protein
KNDGMFLB_03572	CDS	828	yusV_2		COG1120	putative siderophore transport system ATP-binding protein YusV
KNDGMFLB_03573	CDS	438				hypothetical protein
KNDGMFLB_03574	CDS	1503	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
KNDGMFLB_03575	CDS	297				hypothetical protein
KNDGMFLB_03576	CDS	843				hypothetical protein
KNDGMFLB_03577	CDS	462	mrgA		COG0783	Metalloregulation DNA-binding stress protein
KNDGMFLB_03578	CDS	1377	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
KNDGMFLB_03579	CDS	678	cssR			Transcriptional regulatory protein CssR
KNDGMFLB_03580	CDS	1356	cssS	2.7.13.3		Sensor histidine kinase CssS
KNDGMFLB_03581	CDS	876				hypothetical protein
KNDGMFLB_03582	CDS	1389	fumC	4.2.1.2		Fumarate hydratase class II
KNDGMFLB_03583	CDS	186				hypothetical protein
KNDGMFLB_03584	CDS	1449	gerAA_2			Spore germination protein A1
KNDGMFLB_03585	CDS	1098	gerAB			Spore germination protein A2
KNDGMFLB_03586	CDS	1122	gerAC			Spore germination protein A3
KNDGMFLB_03587	CDS	636	liaR_2		COG2197	Transcriptional regulatory protein LiaR
KNDGMFLB_03588	CDS	1083	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
KNDGMFLB_03589	CDS	726	liaF		COG4758	Protein LiaF
KNDGMFLB_03590	CDS	873	liaG		COG3595	Protein LiaG
KNDGMFLB_03591	CDS	678	liaH		COG1842	Protein LiaH
KNDGMFLB_03592	CDS	381	liaI			Protein LiaI
KNDGMFLB_03593	CDS	1269				hypothetical protein
KNDGMFLB_03594	CDS	582	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
KNDGMFLB_03595	CDS	1332	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KNDGMFLB_03596	CDS	1062	hmuU		COG0609	Hemin transport system permease protein HmuU
KNDGMFLB_03597	CDS	945	btuF			Vitamin B12-binding protein
KNDGMFLB_03598	CDS	792	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
KNDGMFLB_03599	CDS	879		3.1.1.99		6-deoxy-6-sulfogluconolactonase
KNDGMFLB_03600	CDS	1743	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
KNDGMFLB_03601	CDS	828	walR_3		COG0745	Transcriptional regulatory protein WalR
KNDGMFLB_03602	CDS	240	rsoA			Sigma-O factor regulatory protein RsoA
KNDGMFLB_03603	CDS	573	sigO			RNA polymerase sigma factor SigO
KNDGMFLB_03604	CDS	153	yvrJ			putative protein YvrJ
KNDGMFLB_03605	CDS	1158	oxdC	4.1.1.2	COG2140	Oxalate decarboxylase OxdC
KNDGMFLB_03606	CDS	411	yvrL			Membrane-bound negative regulator YvrL
KNDGMFLB_03607	CDS	1230	yknZ_2		COG0577	putative ABC transporter permease YknZ
KNDGMFLB_03608	CDS	690	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
KNDGMFLB_03609	CDS	1194	yknX_2		COG0845	Putative efflux system component YknX
KNDGMFLB_03610	CDS	810	yusV_3		COG1120	putative siderophore transport system ATP-binding protein YusV
KNDGMFLB_03611	CDS	1011	feuC_2		COG0609	Iron-uptake system permease protein FeuC
KNDGMFLB_03612	CDS	1047	feuB_2		COG0609	Iron-uptake system permease protein FeuB
KNDGMFLB_03613	CDS	948	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
KNDGMFLB_03614	CDS	243				hypothetical protein
KNDGMFLB_03615	CDS	1410	arcD		COG0531	Arginine/ornithine antiporter
KNDGMFLB_03616	CDS	141	sspJ			Small, acid-soluble spore protein J
KNDGMFLB_03617	CDS	483	ydjM_2		COG1988	Inner membrane protein YdjM
KNDGMFLB_03618	CDS	1854	ltaS2_2		COG1368	Lipoteichoic acid synthase 2
KNDGMFLB_03619	CDS	930				hypothetical protein
KNDGMFLB_03620	CDS	783	modA		COG0725	Molybdate-binding protein ModA
KNDGMFLB_03621	CDS	684	modB		COG4149	Molybdenum transport system permease protein ModB
KNDGMFLB_03622	CDS	831	yvgN	1.1.1.-	COG0656	Glyoxal reductase
KNDGMFLB_03623	CDS	486	yvgO			Stress response protein YvgO
KNDGMFLB_03624	CDS	2013	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
KNDGMFLB_03625	CDS	1716	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
KNDGMFLB_03626	CDS	1818	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
KNDGMFLB_03627	CDS	2325	helD	3.6.4.12	COG3973	DNA helicase IV
KNDGMFLB_03628	CDS	609				hypothetical protein
KNDGMFLB_03629	CDS	417	bdbC		COG1495	Disulfide bond formation protein C
KNDGMFLB_03630	CDS	669	bdbD		COG1651	Disulfide bond formation protein D
KNDGMFLB_03631	CDS	2100	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
KNDGMFLB_03632	CDS	2412	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
KNDGMFLB_03633	CDS	210	copZ			Copper chaperone CopZ
KNDGMFLB_03634	CDS	306	csoR_2		COG1937	Copper-sensing transcriptional repressor CsoR
KNDGMFLB_03635	CDS	1047	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
KNDGMFLB_03636	CDS	636	azoR2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 2
KNDGMFLB_03637	CDS	1896				hypothetical protein
KNDGMFLB_03638	CDS	402				hypothetical protein
KNDGMFLB_03639	CDS	360	qacC			Quaternary ammonium compound-resistance protein QacC
KNDGMFLB_03640	CDS	573				hypothetical protein
KNDGMFLB_03641	CDS	795	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KNDGMFLB_03642	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
KNDGMFLB_03643	CDS	471	smpB		COG0691	SsrA-binding protein
KNDGMFLB_03644	CDS	2340	rnr	3.1.13.1	COG0557	Ribonuclease R
KNDGMFLB_03645	CDS	741	est	3.1.1.1	COG1647	Carboxylesterase
KNDGMFLB_03646	CDS	231	secG		COG1314	putative protein-export membrane protein SecG
KNDGMFLB_03647	CDS	771	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
KNDGMFLB_03648	CDS	243				hypothetical protein
KNDGMFLB_03649	CDS	417	rghR_1			HTH-type transcriptional repressor RghR
KNDGMFLB_03650	CDS	420	rghR_2			HTH-type transcriptional repressor RghR
KNDGMFLB_03651	CDS	327	yodB_2		COG1733	HTH-type transcriptional regulator YodB
KNDGMFLB_03652	CDS	1701				hypothetical protein
KNDGMFLB_03653	CDS	681	opuBD		COG1174	Choline transport system permease protein OpuBD
KNDGMFLB_03654	CDS	921	opuBC		COG1732	Choline-binding protein
KNDGMFLB_03655	CDS	654	opuBB		COG1174	Choline transport system permease protein OpuBB
KNDGMFLB_03656	CDS	1146	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
KNDGMFLB_03657	CDS	534	opcR_2		COG1510	HTH-type transcriptional repressor OpcR
KNDGMFLB_03658	CDS	477	sdpA			Sporulation-delaying protein SdpA
KNDGMFLB_03659	CDS	972	sdpB_2			Sporulation-delaying protein SdpB
KNDGMFLB_03660	CDS	612	sdpC_2			Sporulation delaying protein C
KNDGMFLB_03661	CDS	624	sdpI		COG5658	Immunity protein SdpI
KNDGMFLB_03662	CDS	273	sdpR		COG0640	Transcriptional repressor SdpR
KNDGMFLB_03663	CDS	690	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
KNDGMFLB_03664	CDS	918	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
KNDGMFLB_03665	CDS	654	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
KNDGMFLB_03666	CDS	1143	opuCA_2		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
KNDGMFLB_03667	CDS	558	opcR_3		COG1510	HTH-type transcriptional repressor OpcR
KNDGMFLB_03668	CDS	633				hypothetical protein
KNDGMFLB_03669	CDS	615				hypothetical protein
KNDGMFLB_03670	CDS	699				hypothetical protein
KNDGMFLB_03671	CDS	1818				hypothetical protein
KNDGMFLB_03672	CDS	462	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
KNDGMFLB_03673	CDS	1293	eno	4.2.1.11	COG0148	Enolase
KNDGMFLB_03674	CDS	1536	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KNDGMFLB_03675	CDS	762	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
KNDGMFLB_03676	CDS	1185	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
KNDGMFLB_03677	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
KNDGMFLB_03678	CDS	1023	cggR		COG2390	Central glycolytic genes regulator
KNDGMFLB_03679	CDS	1395	araE		COG0477	Arabinose-proton symporter
KNDGMFLB_03680	CDS	1089	araR		COG1609	Arabinose metabolism transcriptional repressor
KNDGMFLB_03681	CDS	1011				hypothetical protein
KNDGMFLB_03682	CDS	879	gltC_3			HTH-type transcriptional regulator GltC
KNDGMFLB_03683	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
KNDGMFLB_03684	CDS	1344	yvbW		COG1113	putative amino acid permease YvbW
KNDGMFLB_03685	CDS	1035	ydhD_2	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
KNDGMFLB_03686	CDS	723	lutC		COG1556	Lactate utilization protein C
KNDGMFLB_03687	CDS	1440	lutB		COG1139	Lactate utilization protein B
